Time,Voltage,PDP 0,PDP 1,PDP 14,PDP 15,Total Current,
20:55:15.974,11.69140625,0,0,0,0,0,
20:55:15.994,11.6328125,0,0,0,0,0,
20:55:16.014,11.5703125,0,0,0,0,0,
20:55:16.034,11.55859375,2,0,0,0,2,
20:55:16.054,11.546875,2,0,0,0,2,
20:55:16.074,11.6015625,2,0,0,0,2,
20:55:16.094,11.58984375,3.875,0,0,0,3.875,
20:55:16.114,11.640625,3.875,0,0,0,3.875,
20:55:16.134,11.671875,3.875,0,0,0,3.875,
20:55:16.154,11.68359375,0,0,0,0,0,
20:55:16.174,11.68359375,0,0,0,0,0,
20:55:16.194,11.65234375,0,0,0,0,0,
20:55:16.214,11.609375,0,0,0,0,0,
20:55:16.234,11.6328125,0,0,0,0,0,
20:55:16.254,11.6796875,0,0,0,0,0,
20:55:16.274,11.671875,0,0,0,0,0,
20:55:16.294,11.6328125,0,0,0,0,0,
20:55:16.314,11.62890625,0,0,0,0,0,
20:55:16.334,11.65234375,0,0,0,0,0,
20:55:16.354,11.68359375,0,0,0,0,0,
20:55:16.374,11.69140625,0,0,0,0,0,
20:55:16.394,11.6796875,0,0,0,0,0,
20:55:16.414,11.66015625,0,0,0,0,0,
20:55:16.434,11.6796875,0,0,0,0,0,
20:55:16.454,11.6953125,0,0,0,0,0,
20:55:16.474,11.7109375,0,0,0,0,0,
20:55:16.494,11.68359375,0,0,0,0,0,
20:55:16.514,11.66015625,0,0,0,0,0,
20:55:16.534,11.65234375,0,0,0,0,0,
20:55:16.554,11.6640625,0,0,0,0,0,
20:55:16.574,11.68359375,0,0,0,0,0,
20:55:16.594,11.65234375,0,0,0,0,0,
20:55:16.614,11.640625,0,0,0,0,0,
20:55:16.634,11.65234375,0,0,0,0,0,
20:55:16.654,11.62109375,0,0,0,0,0,
20:55:16.674,11.6953125,0,0,0,0,0,
20:55:16.694,11.6796875,0,0,0,0,0,
20:55:16.714,11.62890625,0,0,0,0,0,
20:55:16.734,11.640625,0,0,0,0,0,
20:55:16.754,11.640625,0,0,0,0,0,
20:55:16.774,11.6953125,0,0,0,0,0,
20:55:16.794,11.68359375,0,0,0,0,0,
20:55:16.814,11.66015625,0,0,0,0,0,
20:55:16.834,11.6796875,0,0,0,0,0,
20:55:16.854,11.671875,0,0,0,0,0,
20:55:16.874,11.71484375,0,0,0,0,0,
20:55:16.894,11.68359375,0,0,0,0,0,
20:55:16.914,11.65234375,0,0,0,0,0,
20:55:16.934,11.6796875,0,0,0,0,0,
20:55:16.954,11.671875,0,0,0,0,0,
20:55:16.974,11.68359375,0,0,0,0,0,
20:55:16.994,11.6953125,0,0,0,0,0,
20:55:17.014,11.6171875,0,0,0,0,0,
20:55:17.034,11.6640625,0,0,0,0,0,
20:55:17.054,11.69140625,0,0,0,0,0,
20:55:17.074,11.703125,0,0,0,0,0,
20:55:17.094,11.68359375,0,0,0,0,0,
20:55:17.114,11.65234375,0,0,0,0,0,
20:55:17.134,11.640625,0,0,0,0,0,
20:55:17.154,11.6796875,0,0,0,0,0,
20:55:17.174,11.703125,0,0,0,0,0,
20:55:17.194,11.7109375,0,0,0,0,0,
20:55:17.214,11.66015625,0,0,0,0,0,
20:55:17.234,11.6640625,0,0,0,0,0,
20:55:17.254,11.6796875,0,0,0,0,0,
20:55:17.274,11.68359375,0,0,0,0,0,
20:55:17.294,11.69140625,0,0,0,0,0,
20:55:17.314,11.65234375,0,0,0,0,0,
20:55:17.334,11.68359375,0,0,0,0,0,
20:55:17.354,11.6953125,0,0,0,0,0,
20:55:17.374,11.71484375,0,0,0,0,0,
20:55:17.394,11.7109375,0,0,0,0,0,
20:55:17.414,11.65234375,0,0,0,0,0,
20:55:17.434,11.640625,0,0,0,0,0,
20:55:17.454,11.66015625,0,0,0,0,0,
20:55:17.474,11.6640625,0,0,0,0,0,
20:55:17.494,11.69140625,0,0,0,0,0,
20:55:17.514,11.39453125,0,0,0,0,0,
20:55:17.534,10.92578125,0,0,0,0,0,
20:55:17.554,10.63671875,0,0,0,0,0,
20:55:17.574,11.03125,20.75,0,0,0,20.75,
20:55:17.594,11.2578125,20.75,0,0,0,20.75,
20:55:17.614,11.42578125,20.75,0,0,0,20.75,
20:55:17.634,11.56640625,14.875,0,0,0,14.875,
20:55:17.654,11.6015625,14.875,0,0,0,14.875,
20:55:17.674,11.5859375,14.875,0,0,0,14.875,
20:55:17.694,11.66015625,2.25,0,0,0,2.25,
20:55:17.714,11.671875,2.25,0,0,0,2.25,
20:55:17.734,11.6171875,2.25,0,0,0,2.25,
20:55:17.754,11.5703125,0,0,0,0,0,
20:55:17.774,11.53515625,0,0,0,0,0,
20:55:17.794,11.53515625,0,0,0,0,0,
20:55:17.814,11.578125,0,0,0,0,0,
20:55:17.834,11.56640625,0,0,0,0,0,
20:55:17.854,11.53515625,0,0,0,0,0,
20:55:17.874,11.58984375,0,0,0,0,0,
20:55:17.894,11.5859375,0,0,0,0,0,
20:55:17.914,11.6171875,0,0,0,0,0,
20:55:17.934,11.6484375,0,0,0,0,0,
20:55:17.954,11.65234375,0,0,0,0,0,
20:55:17.974,11.55859375,0,0,0,0,0,
20:55:17.994,11.53515625,0,0,0,0,0,
20:55:18.014,11.59765625,0,0,0,0,0,
20:55:18.034,11.66015625,0,0,0,0,0,
20:55:18.054,11.65234375,0,0,0,0,0,
20:55:18.074,11.59765625,0,0,0,0,0,
20:55:18.094,11.6171875,0,0,0,0,0,
20:55:18.114,11.6328125,0,0,0,0,0,
20:55:18.134,11.66015625,0,0,0,0,0,
20:55:18.154,11.65234375,0,0,0,0,0,
20:55:18.174,11.6171875,0,0,0,0,0,
20:55:18.194,11.6171875,0,0,0,0,0,
20:55:18.214,11.5859375,0,0,0,0,0,
20:55:18.234,11.6171875,0,0,0,0,0,
20:55:18.254,11.6484375,0,0,0,0,0,
20:55:18.274,11.6015625,0,0,0,0,0,
20:55:18.294,11.59765625,0,0,0,0,0,
20:55:18.314,11.609375,0,0,0,0,0,
20:55:18.334,11.6171875,0,0,0,0,0,
20:55:18.354,11.65234375,0,0,0,0,0,
20:55:18.374,11.578125,0,0,0,0,0,
20:55:18.394,11.609375,0,0,0,0,0,
20:55:18.414,11.62890625,0,0,0,0,0,
20:55:18.434,11.6328125,0,0,0,0,0,
20:55:18.454,11.66015625,0,0,0,0,0,
20:55:18.474,11.66015625,0,0,0,0,0,
20:55:18.494,11.62109375,0,0,0,0,0,
20:55:18.514,11.62890625,0,0,0,0,0,
20:55:18.534,11.65234375,0,0,0,0,0,
20:55:18.554,11.6640625,0,0,0,0,0,
20:55:18.574,11.65234375,0,0,0,0,0,
20:55:18.594,11.5859375,0,0,0,0,0,
20:55:18.614,11.5859375,0,0,0,0,0,
20:55:18.634,11.6328125,0,0,0,0,0,
20:55:18.654,11.65234375,0,0,0,0,0,
20:55:18.674,11.6328125,0,0,0,0,0,
20:55:18.694,11.6015625,0,0,0,0,0,
20:55:18.714,11.609375,0,0,0,0,0,
20:55:18.734,11.6171875,0,0,0,0,0,
20:55:18.754,11.66015625,0,0,0,0,0,
20:55:18.774,11.62890625,0,0,0,0,0,
20:55:18.794,11.58984375,0,0,0,0,0,
20:55:18.814,11.6328125,0,0,0,0,0,
20:55:18.834,11.62890625,0,0,0,0,0,
20:55:18.854,10.84765625,0,0,0,0,0,
20:55:18.874,10.52734375,0,0,0,0,0,
20:55:18.894,10.88671875,13.875,0,0,0,13.875,
20:55:18.914,11.09375,13.875,0,0,0,13.875,
20:55:18.934,11.359375,23.625,1.75,0,0,25.375,
20:55:18.954,11.43359375,23.625,1.75,0,0,25.375,
20:55:18.974,11.484375,23.625,1.75,0,0,25.375,
20:55:18.994,11.52734375,23.625,1.75,0,0,25.375,
20:55:19.014,11.49609375,4.625,0,0,0,4.625,
20:55:19.034,11.546875,4.625,0,0,0,4.625,
20:55:19.054,11.4453125,4.625,0,0,0,4.625,
20:55:19.074,11.49609375,4.375,0,0,0,4.375,
20:55:19.094,11.49609375,4.375,0,0,0,4.375,
20:55:19.114,11.30078125,4.375,0,0,0,4.375,
20:55:19.134,11.5078125,3.875,0,0,0,3.875,
20:55:19.154,11.53515625,3.875,0,0,0,3.875,
20:55:19.174,11.515625,3.875,0,0,0,3.875,
20:55:19.194,11.50390625,3.875,0,0,0,3.875,
20:55:19.214,11.45703125,3.5,0,0,0,3.5,
20:55:19.234,11.51953125,3.5,0,0,0,3.5,
20:55:19.254,11.5703125,3.5,0,0,0,3.5,
20:55:19.274,11.5078125,3.5,0,0,0,3.5,
20:55:19.294,11.49609375,3.5,0,0,0,3.5,
20:55:19.314,11.49609375,3.5,0,0,0,3.5,
20:55:19.334,11.48828125,4,0,0,0,4,
20:55:19.354,11.53515625,4,0,0,0,4,
20:55:19.374,11.50390625,4,0,0,0,4,
20:55:19.394,11.50390625,4.125,0,0,0,4.125,
20:55:19.414,11.484375,4.125,0,0,0,4.125,
20:55:19.434,11.46484375,4.125,0,0,0,4.125,
20:55:19.454,11.49609375,4.25,0,0,0,4.25,
20:55:19.474,11.52734375,4.25,0,0,0,4.25,
20:55:19.494,11.5390625,4.25,0,0,0,4.25,
20:55:19.514,11.46484375,4.25,0,0,0,4.25,
20:55:19.534,11.45703125,4.5,0,0,0,4.5,
20:55:19.554,11.484375,4.5,0,0,0,4.5,
20:55:19.574,11.6015625,4.375,0,0,0,4.375,
20:55:19.594,11.66015625,4.375,0,0,0,4.375,
20:55:19.614,11.6484375,4.375,0,0,0,4.375,
20:55:19.634,11.62109375,4.375,0,0,0,4.375,
20:55:19.654,11.6484375,0,0,0,0,0,
20:55:19.674,11.65234375,0,0,0,0,0,
20:55:19.694,11.671875,0,0,0,0,0,
20:55:19.714,11.65234375,0,0,0,0,0,
20:55:19.734,11.640625,0,0,0,0,0,
20:55:19.754,11.6328125,0,0,0,0,0,
20:55:19.774,11.6484375,0,0,0,0,0,
20:55:19.794,11.66015625,0,0,0,0,0,
20:55:19.814,11.65234375,0,0,0,0,0,
20:55:19.834,11.5859375,0,0,0,0,0,
20:55:19.854,11.578125,0,0,0,0,0,
20:55:19.874,11.640625,0,0,0,0,0,
20:55:19.894,11.65234375,0,0,0,0,0,
20:55:19.914,11.6640625,0,0,0,0,0,
20:55:19.934,11.6171875,0,0,0,0,0,
20:55:19.954,11.6171875,0,0,0,0,0,
20:55:19.974,11.640625,0,0,0,0,0,
20:55:19.994,11.66015625,0,0,0,0,0,
20:55:20.014,11.6953125,0,0,0,0,0,
20:55:20.034,11.671875,0,0,0,0,0,
20:55:20.054,11.609375,0,0,0,0,0,
20:55:20.074,11.6328125,0,0,0,0,0,
20:55:20.094,11.66015625,0,0,0,0,0,
20:55:20.114,11.6796875,0,0,0,0,0,
20:55:20.134,11.6640625,0,0,0,0,0,
20:55:20.154,11.39453125,2,0,0,0,2,
20:55:20.174,11.2578125,2,0,0,0,2,
20:55:20.194,11.14453125,2,0,0,0,2,
20:55:20.214,11.19921875,2,0,0,0,2,
20:55:20.234,11.421875,16,0,0,0,16,
20:55:20.254,11.515625,16,0,0,0,16,
20:55:20.274,11.50390625,16,0,0,0,16,
20:55:20.294,11.47265625,6.875,0,0,0,6.875,
20:55:20.314,11.484375,6.875,0,0,0,6.875,
20:55:20.334,11.515625,6.875,0,0,0,6.875,
20:55:20.354,11.53515625,4.625,0,0,0,4.625,
20:55:20.374,11.52734375,4.625,0,0,0,4.625,
20:55:20.394,11.51953125,4.625,0,0,0,4.625,
20:55:20.414,11.50390625,4.25,0,0,0,4.25,
20:55:20.434,11.49609375,4.25,0,0,0,4.25,
20:55:20.454,11.515625,4.25,0,0,0,4.25,
20:55:20.474,11.53515625,2.25,0,0,0,2.25,
20:55:20.494,11.53515625,2.25,0,0,0,2.25,
20:55:20.514,11.53515625,2.25,0,0,0,2.25,
20:55:20.534,11.53515625,2.25,0,0,0,2.25,
20:55:20.554,11.53515625,2.25,0,0,0,2.25,
20:55:20.574,11.53515625,2.25,0,0,0,2.25,
20:55:20.594,11.53515625,2.25,0,0,0,2.25,
20:55:20.614,11.53515625,2.25,0,0,0,2.25,
20:55:20.634,11.53515625,2.25,0,0,0,2.25,
20:55:20.654,11.53515625,2.25,0,0,0,2.25,
20:55:20.674,11.53515625,2.25,0,0,0,2.25,
20:55:20.694,11.53515625,2.25,0,0,0,2.25,
20:55:20.714,11.6484375,2.25,0,0,0,2.25,
20:55:20.734,11.6484375,2.25,0,0,0,2.25,
20:55:20.754,11.59765625,2.25,0,0,0,2.25,
20:55:20.774,11.640625,0,0,0,0,0,
20:55:20.794,11.640625,0,0,0,0,0,
20:55:20.814,11.640625,0,0,0,0,0,
20:55:20.834,11.640625,0,0,0,0,0,
20:55:20.854,11.6328125,0,0,0,0,0,
20:55:20.874,11.6328125,0,0,0,0,0,
20:55:20.894,11.59765625,0,0,0,0,0,
20:55:20.914,11.59765625,0,0,0,0,0,
20:55:20.934,11.59765625,0,0,0,0,0,
20:55:20.954,11.59765625,0,0,0,0,0,
20:55:20.974,11.640625,0,0,0,0,0,
20:55:20.994,11.62890625,0,0,0,0,0,
20:55:21.014,11.62890625,0,0,0,0,0,
20:55:21.034,11.66015625,0,0,0,0,0,
20:55:21.054,11.68359375,0,0,0,0,0,
20:55:21.074,11.68359375,0,0,0,0,0,
20:55:21.094,11.68359375,0,0,0,0,0,
20:55:21.114,11.68359375,0,0,0,0,0,
20:55:21.134,11.68359375,0,0,0,0,0,
20:55:21.154,11.68359375,0,0,0,0,0,
20:55:21.174,11.69140625,0,0,0,0,0,
20:55:21.194,11.68359375,0,0,0,0,0,
20:55:21.214,11.68359375,0,0,0,0,0,
20:55:21.234,11.62109375,32.75,0,0,1.875,34.625,
20:55:21.254,11.62109375,32.75,0,0,1.875,34.625,
20:55:21.274,11.62109375,32.75,0,0,1.875,34.625,
20:55:21.294,11.62109375,32.75,0,0,1.875,34.625,
20:55:21.314,11.62109375,32.75,0,0,1.875,34.625,
20:55:21.334,11.40625,32.75,0,0,1.875,34.625,
20:55:21.354,11.4453125,32.75,0,0,1.875,34.625,
20:55:21.374,11.45703125,32.75,0,0,1.875,34.625,
20:55:21.394,11.55078125,32.75,0,0,1.875,34.625,
20:55:21.414,11.6015625,31.25,0,2.25,2.125,35.625,
20:55:21.434,11.52734375,31.25,0,2.25,2.125,35.625,
20:55:21.454,11.4765625,2.5,0,0,0,2.5,
20:55:21.474,11.49609375,2.5,0,0,0,2.5,
20:55:21.494,11.48828125,2.5,0,0,0,2.5,
20:55:21.514,11.5390625,2.5,0,0,0,2.5,
20:55:21.534,11.55078125,4,0,0,0,4,
20:55:21.554,11.52734375,4,0,0,0,4,
20:55:21.574,11.48828125,4.375,0,0,0,4.375,
20:55:21.594,11.5078125,4.375,0,0,0,4.375,
20:55:21.614,11.50390625,4.375,0,0,0,4.375,
20:55:21.634,11.5078125,4.375,0,0,0,4.375,
20:55:21.654,11.578125,4.375,0,0,0,4.375,
20:55:21.674,11.53515625,4.375,0,0,0,4.375,
20:55:21.694,11.546875,4.375,0,0,0,4.375,
20:55:21.714,11.48828125,4.375,0,0,0,4.375,
20:55:21.734,11.515625,4,0,0,0,4,
20:55:21.754,11.49609375,4,0,0,0,4,
20:55:21.774,11.5390625,4.375,0,0,0,4.375,
20:55:21.794,11.5078125,4.375,0,0,0,4.375,
20:55:21.814,11.52734375,4.375,0,0,0,4.375,
20:55:21.834,11.45703125,4.375,0,0,0,4.375,
20:55:21.854,11.4765625,4.625,0,0,0,4.625,
20:55:21.874,11.5078125,4.625,0,0,0,4.625,
20:55:21.894,11.52734375,4.5,0,0,0,4.5,
20:55:21.914,11.53515625,4.5,0,0,0,4.5,
20:55:21.934,11.5859375,4.5,0,0,0,4.5,
20:55:21.954,11.47265625,4.5,0,0,0,4.5,
20:55:21.974,11.4765625,4.625,0,0,0,4.625,
20:55:21.994,11.48828125,4.625,0,0,0,4.625,
20:55:22.014,11.50390625,4.625,0,0,0,4.625,
20:55:22.034,11.51953125,5.25,0,0,0,5.25,
20:55:22.054,11.546875,5.25,0,0,0,5.25,
20:55:22.074,11.5390625,5.25,0,0,0,5.25,
20:55:22.094,11.44140625,5,0,0,0,5,
20:55:22.114,11.45703125,5,0,0,0,5,
20:55:22.134,11.5078125,5,0,0,0,5,
20:55:22.154,11.48828125,5.125,0,0,0,5.125,
20:55:22.174,11.515625,5.125,0,0,0,5.125,
20:55:22.194,11.515625,5.125,0,0,0,5.125,
20:55:22.214,11.47265625,5.125,0,0,0,5.125,
20:55:22.234,11.4765625,5.125,0,0,0,5.125,
20:55:22.254,11.48828125,5.125,0,0,0,5.125,
20:55:22.274,11.484375,5.125,0,0,0,5.125,
20:55:22.294,11.55078125,5.5,0,0,0,5.5,
20:55:22.314,11.640625,5.5,0,0,0,5.5,
20:55:22.334,11.6328125,5.5,0,0,0,5.5,
20:55:22.354,11.6171875,2.25,0,0,0,2.25,
20:55:22.374,11.640625,2.25,0,0,0,2.25,
20:55:22.394,11.6640625,2.25,0,0,0,2.25,
20:55:22.414,11.69140625,0,0,0,0,0,
20:55:22.434,11.6328125,0,0,0,0,0,
20:55:22.454,11.671875,0,0,0,0,0,
20:55:22.474,11.59765625,0,0,0,0,0,
20:55:22.494,11.6484375,0,0,0,0,0,
20:55:22.514,11.65234375,0,0,0,0,0,
20:55:22.534,11.640625,0,0,0,0,0,
20:55:22.554,11.6640625,0,0,0,0,0,
20:55:22.574,11.6015625,0,0,0,0,0,
20:55:22.594,11.62109375,0,0,0,0,0,
20:55:22.614,11.6328125,0,0,0,0,0,
20:55:22.634,11.671875,0,0,0,0,0,
20:55:22.654,11.6796875,0,0,0,0,0,
20:55:22.674,11.68359375,0,0,0,0,0,
20:55:22.694,11.6171875,0,0,0,0,0,
20:55:22.714,11.62109375,0,0,0,0,0,
20:55:22.734,11.6484375,0,0,0,0,0,
20:55:22.754,11.65234375,0,0,0,0,0,
20:55:22.774,11.6328125,0,0,0,0,0,
20:55:22.794,11.6171875,0,0,0,0,0,
20:55:22.814,11.52734375,2.25,0,0,0,2.25,
20:55:22.834,11.546875,2.25,0,0,0,2.25,
20:55:22.854,11.546875,2.25,0,0,0,2.25,
20:55:22.874,11.5390625,3.625,0,0,0,3.625,
20:55:22.894,11.6015625,3.625,0,0,0,3.625,
20:55:22.914,11.5859375,3.625,0,0,0,3.625,
20:55:22.934,11.53515625,4,0,0,0,4,
20:55:22.954,11.52734375,4,0,0,0,4,
20:55:22.974,11.51953125,4,0,0,0,4,
20:55:22.994,11.546875,4,0,0,0,4,
20:55:23.014,11.5703125,4,0,0,0,4,
20:55:23.034,11.55859375,4,0,0,0,4,
20:55:23.054,11.52734375,3.75,0,0,0,3.75,
20:55:23.074,11.578125,3.75,0,0,0,3.75,
20:55:23.094,11.5390625,3.75,0,0,0,3.75,
20:55:23.114,11.62109375,3.75,0,0,0,3.75,
20:55:23.134,11.640625,3.25,0,0,0,3.25,
20:55:23.154,11.69140625,3.25,0,0,0,3.25,
20:55:23.174,11.671875,0,0,0,0,0,
20:55:23.194,11.5859375,0,0,0,0,0,
20:55:23.214,11.6796875,0,0,0,0,0,
20:55:23.234,11.66015625,0,0,0,0,0,
20:55:23.254,11.671875,0,0,0,0,0,
20:55:23.274,11.6796875,0,0,0,0,0,
20:55:23.294,11.671875,0,0,0,0,0,
20:55:23.314,11.6171875,0,0,0,0,0,
20:55:23.334,11.65234375,0,0,0,0,0,
20:55:23.354,11.65234375,0,0,0,0,0,
20:55:23.374,11.6796875,0,0,0,0,0,
20:55:23.394,11.6640625,0,0,0,0,0,
20:55:23.414,11.6171875,0,0,0,0,0,
20:55:23.434,11.62109375,0,0,0,0,0,
20:55:23.454,11.6484375,0,0,0,0,0,
20:55:23.474,11.6484375,0,0,0,0,0,
20:55:23.494,11.68359375,0,0,0,0,0,
20:55:23.514,11.6640625,0,0,0,0,0,
20:55:23.534,11.62890625,0,0,0,0,0,
20:55:23.554,11.6171875,0,0,0,0,0,
20:55:23.574,11.65234375,0,0,0,0,0,
20:55:23.594,11.6796875,0,0,0,0,0,
20:55:23.614,11.703125,0,0,0,0,0,
20:55:23.634,11.69140625,0,0,0,0,0,
20:55:23.654,11.6484375,0,0,0,0,0,
20:55:23.674,11.6171875,0,0,0,0,0,
20:55:23.694,11.671875,0,0,0,0,0,
20:55:23.714,11.640625,0,0,0,0,0,
20:55:23.734,11.7109375,0,0,0,0,0,
20:55:23.754,11.62890625,0,0,0,0,0,
20:55:23.774,11.58984375,0,0,0,0,0,
20:55:23.794,11.62890625,0,0,0,0,0,
20:55:23.814,11.65234375,0,0,0,0,0,
20:55:23.834,11.671875,0,0,0,0,0,
20:55:23.854,11.68359375,0,0,0,0,0,
20:55:23.874,11.671875,0,0,0,0,0,
20:55:23.894,11.6171875,0,0,0,0,0,
20:55:23.914,11.640625,0,0,0,0,0,
20:55:23.934,11.66015625,0,0,0,0,0,
20:55:23.954,11.69140625,0,0,0,0,0,
20:55:23.974,11.6953125,0,0,0,0,0,
20:55:23.994,11.6640625,0,0,0,0,0,
20:55:24.014,11.62890625,0,0,0,0,0,
20:55:24.034,11.62890625,0,0,0,0,0,
20:55:24.054,11.69140625,0,0,0,0,0,
20:55:24.074,11.6953125,0,0,0,0,0,
20:55:24.094,11.6953125,0,0,0,0,0,
20:55:24.114,11.65234375,0,0,0,0,0,
